"PlayerName" "P" "Age" "Salary" "GP" "G" "GA" "PlusMin" "NHL" "TotVal" "TotPMVal" "TotValh" "TotPMValh" "ByMatchVal" "ByMatchPMVal" "ByMatchValh" "ByMatchPMValh" "ByMatchPlusMin" "ByMatchNHL"
"62" "Alex Kovalev" "RW" 34 4.5 82 35 49 18 84 10.16 3.39 31.43 11.36 0.12 0.04 0.38 0.14 0.22 1.02
"63" "Markus Naslund" "LW" 34 6 82 25 30 -7 55 -1.84 0.7 -15.69 9.66 -0.02 0.01 -0.19 0.12 -0.09 0.67
"64" "Glen Murray" "RW" 35 4.15 63 17 13 -4 30 10.68 18.45 34.36 62.52 0.17 0.29 0.55 0.99 -0.06 0.48
"65" "Martin Rucinsky" "LW" 36 3 40 5 11 -9 16 -0.49 2.41 -1.69 6.72 -0.01 0.06 -0.04 0.17 -0.22 0.4
"66" "Dean McAmmond" "LW" 34 0.85 68 9 13 1 22 -0.42 2.55 -0.51 2.72 -0.01 0.04 -0.01 0.04 0.01 0.32
"67" "Ray Whitney" "LW" 35 3.55 66 25 36 -6 61 -1.01 6.27 -3.4 13.32 -0.02 0.09 -0.05 0.2 -0.09 0.92
"68" "Steve Staios" "D" 34 2.9 82 7 9 -14 16 -2.53 -1.66 -14.34 -4.11 -0.03 -0.02 -0.17 -0.05 -0.17 0.2
"69" "Jassen Cullimore" "D" 35 0.47 65 3 10 21 13 0.33 0.55 2.47 8.93 0.01 0.01 0.04 0.14 0.32 0.2
"70" "Sandis Ozolinsh" "D" 35 0.52 39 3 13 -11 16 -3.37 0.52 -12.09 4.6 -0.09 0.01 -0.31 0.12 -0.28 0.41
"71" "Jozef Stumpel" "C" 35 2.25 52 7 13 -11 20 -0.22 5.91 -0.5 21.16 0 0.11 -0.01 0.41 -0.21 0.38
"72" "Yanic Perreault" "C" 36 1.5 53 9 5 -1 14 -1.23 5.27 -3.38 12.49 -0.02 0.1 -0.06 0.24 -0.02 0.26
"73" "Chris Osgood" "G" 35 0.8 43 0 3 0 3 2.3 -1.72 14.28 -8.43 0.05 -0.04 0.33 -0.2 0 0.07
"74" "Michael Nylander" "C" 35 5.5 40 11 26 -19 37 6.85 3.12 31.8 18.85 0.17 0.08 0.79 0.47 -0.48 0.92
"75" "Mike Knuble" "RW" 35 2.8 82 29 26 -3 55 -3.45 4.12 -16.65 11.71 -0.04 0.05 -0.2 0.14 -0.04 0.67
"76" "Alexei Zhitnik" "D" 35 3.5 65 3 5 -8 8 0.37 2.97 0.99 15.44 0.01 0.05 0.02 0.24 -0.12 0.12
"77" "Sean O'Donnell" "D" 36 1.25 82 2 7 9 9 -3.63 0.08 -15.76 -1.33 -0.04 0 -0.19 -0.02 0.11 0.11
"78" "Roman Hamrlik" "D" 33 5.5 77 5 21 7 26 1.3 -3.72 7.77 -13.73 0.02 -0.05 0.1 -0.18 0.09 0.34
"79" "Cory Stillman" "LW" 34 1.75 77 24 41 -15 65 -1.07 1.26 -6.43 8.64 -0.01 0.02 -0.08 0.11 -0.19 0.84
"80" "Sergei Gonchar" "D" 33 5.5 78 12 53 13 65 0.51 2.16 2.4 10.07 0.01 0.03 0.03 0.13 0.17 0.83
"81" "Jason Smith" "D" 34 1.98 77 1 9 -4 10 -0.31 0.84 -0.78 2.77 0 0.01 -0.01 0.04 -0.05 0.13
"82" "Martin Straka" "C" 35 3.3 65 14 27 5 41 -5.35 20.72 -13.71 53.99 -0.08 0.32 -0.21 0.83 0.08 0.63
"83" "Michael Peca" "C" 33 1.92 65 8 26 -1 34 -1.9 1.97 -4.24 9.14 -0.03 0.03 -0.07 0.14 -0.02 0.52
"84" "Sergei Brylin" "C" 33 1.52 82 6 10 -5 16 -1.32 12.7 -2.4 31.25 -0.02 0.15 -0.03 0.38 -0.06 0.2
"85" "Darren McCarty" "RW" 35 0.12 3 0 1 2 1 -0.17 0.73 -1.05 6.55 -0.06 0.24 -0.35 2.18 0.67 0.33
"86" "Mattias Norstrom" "D" 35 4.25 66 2 11 3 13 -0.47 0.57 -2.51 3.82 -0.01 0.01 -0.04 0.06 0.05 0.2
"87" "Manny Fernandez" "G" 33 4.5 4 0 0 0 0 14.03 12.25 40.52 36.73 3.51 3.06 10.13 9.18 0 0
"88" "Kirk Maltby" "LW" 35 0.95 61 6 4 -8 10 14.83 6.55 46.24 19.65 0.24 0.11 0.76 0.32 -0.13 0.16
"89" "Craig Rivet" "D" 33 3.5 74 5 30 3 35 3.15 2.91 20.09 12.92 0.04 0.04 0.27 0.17 0.04 0.47
"90" "Jere Lehtinen" "LW" 34 3.9 48 15 22 9 37 -0.61 13.97 -0.82 15.83 -0.01 0.29 -0.02 0.33 0.19 0.77
"91" "Adrian Aucoin" "D" 34 4 76 10 25 13 35 -0.01 -3.06 3.45 -15.69 0 -0.04 0.05 -0.21 0.17 0.46
"92" "Derek Armstrong" "C" 34 1.4 77 8 27 4 35 -0.03 12.65 -0.02 13.99 0 0.16 0 0.18 0.05 0.45
"93" "Ian Laperriere" "C" 33 1.06 70 4 15 -5 19 0.58 5.2 4.52 16.91 0.01 0.07 0.06 0.24 -0.07 0.27
"94" "Stephane Yelle" "C" 33 1.25 74 3 9 -4 12 0.3 3.42 -0.62 11.31 0 0.05 -0.01 0.15 -0.05 0.16
"95" "Nikolai Khabibulin" "G" 34 6.75 50 0 2 0 2 0.72 5.11 2.74 16.76 0.01 0.1 0.05 0.34 0 0.04
"96" "Donald Brashear" "LW" 35 1.1 80 5 3 -7 8 -1.96 -1.85 -42.51 -42.55 -0.02 -0.02 -0.53 -0.53 -0.09 0.1
"97" "Manny Legace" "G" 34 1.8 66 0 2 0 2 0.01 8.99 1.12 34.35 0 0.14 0.02 0.52 0 0.03
"98" "Chris Pronger" "D" 33 5.51 72 12 31 -1 43 3.8 9.5 11.48 33.77 0.05 0.13 0.16 0.47 -0.01 0.6
"99" "Chris Gratton" "C" 32 1.5 60 10 11 -7 21 -1.7 0.86 -12.85 -1.05 -0.03 0.01 -0.21 -0.02 -0.12 0.35
"100" "Paul Kariya" "LW" 33 6 82 16 49 -10 65 -1.19 7.31 -3.19 26.83 -0.01 0.09 -0.04 0.33 -0.12 0.79
"101" "Rob Niedermayer" "C" 33 2 78 8 8 1 16 -3.41 2.97 -7.37 8.76 -0.04 0.04 -0.09 0.11 0.01 0.21
"102" "Viktor Kozlov" "C" 32 2.5 81 16 38 28 54 2.75 1.36 9.59 4.77 0.03 0.02 0.12 0.06 0.35 0.67
"103" "Jason Arnott" "C" 33 4.5 79 28 44 19 72 -2.19 4.46 -7.45 11.61 -0.03 0.06 -0.09 0.15 0.24 0.91
"104" "Jocelyn Thibault" "G" 32 0.76 12 0 0 0 0 -0.36 0.99 0.59 6.11 -0.03 0.08 0.05 0.51 0 0
"105" "Brendan Witt" "D" 32 2.8 59 2 5 -8 7 -0.09 1.73 -0.09 3.58 0 0.03 0 0.06 -0.14 0.12
"106" "Saku Koivu" "C" 33 4.75 77 16 40 -4 56 -0.36 0.04 -2.02 1.21 0 0 -0.03 0.02 -0.05 0.73
"107" "Anders Eriksson" "D" 32 1.5 61 1 17 -5 18 -2.85 9.55 -11.42 32.08 -0.05 0.16 -0.19 0.53 -0.08 0.3
"108" "Todd Bertuzzi" "RW" 32 4 68 14 26 8 40 -2.75 6.08 -9.53 18.72 -0.04 0.09 -0.14 0.28 0.12 0.59
"109" "Kevyn Adams" "C" 33 0.65 27 0 2 -7 2 4.24 4.94 15.38 23.66 0.16 0.18 0.57 0.88 -0.26 0.07
"110" "Shean Donovan" "RW" 32 0.92 82 5 7 -3 12 -0.21 -0.52 -1.41 -3.54 0 -0.01 -0.02 -0.04 -0.04 0.15
"111" "Jay Pandolfo" "LW" 33 0.84 54 12 12 10 24 -0.05 0.27 -0.35 1.53 0 0 -0.01 0.03 0.19 0.44
"112" "David Vyborny" "RW" 32 2.2 66 7 19 -8 26 0.12 0.25 0.15 0.2 0 0 0 0 -0.12 0.39
"113" "Jamie Langenbrunner" "RW" 32 2.8 64 13 28 -1 41 0.09 -1.02 1.63 -3.92 0 -0.02 0.03 -0.06 -0.02 0.64
"114" "Brendan Morrison" "C" 32 3.2 39 9 16 -3 25 1.67 -0.12 6.73 -1.12 0.04 0 0.17 -0.03 -0.08 0.64
"115" "Bryan McCabe" "D" 32 7.15 54 5 18 -2 23 -0.07 1.23 -0.26 6.64 0 0.02 0 0.12 -0.04 0.43
"116" "Kevin Weekes" "G" 32 0.68 9 0 0 0 0 -0.49 6.97 -1.88 25.84 -0.05 0.77 -0.21 2.87 0 0
"117" "Rory Fitzpatrick" "D" 32 0.41 19 0 1 -12 1 0 -0.07 0 -0.46 0 0 0 -0.02 -0.63 0.05
"118" "Ville Peltonen" "LW" 34 1 56 5 15 -2 20 -0.11 2.32 0.15 9.67 0 0.04 0 0.17 -0.04 0.36
"119" "Vinny Prospal" NA NA NA 80 NA NA NA NA 0.05 4.54 0.41 22.61 0 0.06 0.01 0.28 NA NA
"120" "Marek Malik" "D" 32 2.5 42 2 8 7 10 -0.41 7.81 -1.89 29.25 -0.01 0.19 -0.04 0.7 0.17 0.24
"121" "Jamal Mayers" "RW" 33 1.2 80 12 15 -19 27 20.75 18.08 68.58 67.91 0.26 0.23 0.86 0.85 -0.24 0.34
"122" "Shawn Bates" "C" 32 1.2 2 0 0 -2 0 1.09 20.78 4.18 68.44 0.54 10.39 2.09 34.22 -1 0
"123" "Miroslav Satan" "RW" 33 4.5 80 16 25 -11 41 0.33 -1.73 0.33 -21.35 0 -0.02 0 -0.27 -0.14 0.51
"124" "Nolan Pratt" "D" 32 0.46 55 1 6 1 7 -1.4 4.96 -3.61 14.44 -0.03 0.09 -0.07 0.26 0.02 0.13
"125" "Scott Walker" "RW" 34 2.47 58 14 18 -3 32 -1.14 1.4 -4.2 5.56 -0.02 0.02 -0.07 0.1 -0.05 0.55
"126" "Alain Nasreddine" "D" 32 0.14 6 0 0 -4 0 1.45 3.11 2.55 8.83 0.24 0.52 0.42 1.47 -0.67 0
"127" "Andreas Karlsson" "C" 32 0.5 58 2 2 -7 4 -0.58 8.46 -0.5 8.69 -0.01 0.15 -0.01 0.15 -0.12 0.07
"128" "Darcy Tucker" "LW" 32 3 74 18 16 -8 34 7.26 6.41 27.36 22.9 0.1 0.09 0.37 0.31 -0.11 0.46
"129" "Patrick Lalime" "G" 33 0.95 32 0 0 0 0 -1.36 21.43 -1.39 22.4 -0.04 0.67 -0.04 0.7 0 0
"130" "Todd Marchant" "C" 34 2.47 75 9 7 -3 16 1.91 5.77 6.71 21.07 0.03 0.08 0.09 0.28 -0.04 0.21
"131" "Andrew Brunette" "LW" 34 1.6 82 19 40 5 59 15.68 6.79 45.12 19.63 0.19 0.08 0.55 0.24 0.06 0.72
"132" "Hal Gill" "D" 32 2.08 81 3 21 6 24 -0.35 1.25 -1.52 8.19 0 0.02 -0.02 0.1 0.07 0.3
"133" "Michael Grier" NA NA NA 78 NA NA NA NA 0.19 4.35 -0.63 13.41 0 0.06 -0.01 0.17 NA NA
"134" "Pavol Demitra" "C" 33 4.5 68 15 39 9 54 5.61 5.07 19.44 16.84 0.08 0.07 0.29 0.25 0.13 0.79
"135" "Kimmo Timonen" "D" 32 8 80 8 36 0 44 -0.36 15.02 -0.88 52.2 0 0.19 -0.01 0.65 0 0.55
"136" "Scott Nichol" "C" 33 0.71 73 10 8 12 18 -5.03 9.81 -14.12 25.76 -0.07 0.13 -0.19 0.35 0.16 0.25
"137" "Radek Bonk" "C" 31 1.35 79 14 15 -31 29 -1.51 11.01 -5.38 40.02 -0.02 0.14 -0.07 0.51 -0.39 0.37
"138" "Greg De Vries" "D" 34 2.25 77 4 11 7 15 -1.69 2.52 -4.16 4.76 -0.02 0.03 -0.05 0.06 0.09 0.19
"139" "Petr Sykora" "RW" 31 2.5 81 28 35 1 63 -4.98 7.82 -18.06 31.42 -0.06 0.1 -0.22 0.39 0.01 0.78
"140" "Ed Jovanovski" "D" 31 7 80 12 39 -13 51 -1.63 1.15 -11.21 -7.01 -0.02 0.01 -0.14 -0.09 -0.16 0.64
"141" "Ryan Smyth" "LW" 31 7.5 55 14 23 -4 37 -0.64 -2.81 -2.47 -15.66 -0.01 -0.05 -0.04 -0.28 -0.07 0.67
"142" "Wade Belak" "F" 31 0.62 47 1 0 -2 1 0.12 1.85 1.49 11.23 0 0.04 0.03 0.24 -0.04 0.02
"143" "Mattias Ohlund" "D" 31 3.38 53 9 15 -1 24 -1.76 -2.18 -18.28 -30.34 -0.03 -0.04 -0.34 -0.57 -0.02 0.45
"144" "Ethan Moreau" "LW" 32 2.75 25 5 4 -4 9 4.38 3.24 15.71 8.29 0.18 0.13 0.63 0.33 -0.16 0.36
"145" "Wayne Primeau" "C" 31 1.4 43 3 7 -3 10 0.02 3.43 -0.64 15.1 0 0.08 -0.01 0.35 -0.07 0.23
"146" "Dan Cloutier" "G" 31 1 9 0 0 0 0 1.75 14.4 7.46 50.36 0.19 1.6 0.83 5.6 0 0
"147" "Rhett Warrener" "D" 31 2.5 31 1 3 -2 4 -1.06 3.11 -2.9 8.64 -0.03 0.1 -0.09 0.28 -0.06 0.13
"148" "Ryan Johnson" "C" 31 0.8 79 5 13 -2 18 0.08 0.29 0.47 1.53 0 0 0.01 0.02 -0.03 0.23
"149" "Curtis Brown" "C" 31 0.7 33 5 4 4 9 0.02 -0.05 0.17 -0.51 0 0 0.01 -0.02 0.12 0.27
"150" "Jose Theodore" "G" 31 6 53 0 2 0 2 0.05 -0.36 0.52 -15.76 0 -0.01 0.01 -0.3 0 0.04
"151" "Mathieu Dandenault" "D" 31 1.75 61 9 5 -11 14 9.62 2.23 38.97 7.86 0.16 0.04 0.64 0.13 -0.18 0.23
"152" "Richard Park" "RW" 31 0.48 82 12 20 -4 32 -0.08 -0.1 -0.31 -0.4 0 0 0 0 -0.05 0.39
"153" "Patrik Elias" "C" 31 7.5 74 20 35 10 55 5.4 5.94 20.49 24.24 0.07 0.08 0.28 0.33 0.14 0.74
"154" "Jason Strudwick" "D" 32 0.5 52 1 1 0 2 -2.25 -5.26 -15.87 -39.89 -0.04 -0.1 -0.31 -0.77 0 0.04
"155" "Freddy Modin" NA NA NA 23 NA NA NA NA -0.88 -1.54 -2.3 -4.01 -0.04 -0.07 -0.1 -0.17 NA NA
"156" "Sheldon Souray" "D" 31 6.25 26 3 7 -7 10 -0.93 5.08 -2.85 16.77 -0.04 0.2 -0.11 0.64 -0.27 0.38
"157" "Chris Drury" "C" 31 7.1 82 25 33 -3 58 -1.36 0.26 -5.34 -3.17 -0.02 0 -0.07 -0.04 -0.04 0.71
"158" "Chris Clark" "RW" 31 1.1 18 5 4 0 9 -1.45 1.67 -6.1 4.74 -0.08 0.09 -0.34 0.26 0 0.5
"159" "Milan Hejduk" "RW" 31 4 77 29 25 8 54 -4.08 4.01 -11.19 13.07 -0.05 0.05 -0.15 0.17 0.1 0.7
"160" "Brad Lukowich" "D" 31 1.25 59 1 6 -15 7 -1.36 3.75 -1.36 1.47 -0.02 0.06 -0.02 0.02 -0.25 0.12
"161" "Marty Turco" "G" 32 5.7 62 0 3 0 3 0.91 -0.28 2.83 -2.8 0.01 0 0.05 -0.05 0 0.05
"162" "Bates Battaglia" NA NA NA 13 NA NA NA NA 26.59 12.86 88.15 44.1 2.05 0.99 6.78 3.39 NA NA
"163" "Daniel Alfredsson" "RW" 35 4.69 70 40 49 15 89 -0.22 -0.57 -3.99 -8.24 0 -0.01 -0.06 -0.12 0.21 1.27
"164" "Bryce Salvador" "D" 31 1.5 64 1 10 12 11 -0.92 2.92 -2.96 17.76 -0.01 0.05 -0.05 0.28 0.19 0.17
"165" "Andre Roy" "RW" 32 0.86 63 4 3 -1 7 -0.64 3.18 -0.62 3.96 -0.01 0.05 -0.01 0.06 -0.02 0.11
"166" "Shane Hnidy" "D" 32 0.76 76 2 6 -2 8 -4 -1.92 -16.25 -4.44 -0.05 -0.03 -0.21 -0.06 -0.03 0.11
"167" "Tim Thomas" "G" 33 1 57 0 0 0 0 -2.59 -1.83 -59.74 -44.87 -0.05 -0.03 -1.05 -0.79 0 0
"168" "Johan Hedberg" "G" 34 1.15 36 0 1 0 1 1.76 2.88 7.01 7.89 0.05 0.08 0.19 0.22 0 0.03
"169" "Evgeni Nabokov" "G" 32 5 77 0 2 0 2 -0.08 2.14 -1.3 9.02 0 0.03 -0.02 0.12 0 0.03
"170" "Tomas Vokoun" "G" 31 5.3 69 0 6 0 6 -1.9 5.42 -5.91 20.59 -0.03 0.08 -0.09 0.3 0 0.09
"171" "John Grahame" "G" 32 1.27 17 0 1 0 1 -0.05 -0.16 -0.18 -1.11 0 -0.01 -0.01 -0.07 0 0.06
"172" "Eric Boulton" "LW" 31 0.52 74 4 5 -10 9 -6.29 -3.68 -18.31 -11.98 -0.09 -0.05 -0.25 -0.16 -0.14 0.12
"173" "Richard Zednik" "LW" 31 1.5 54 15 11 -5 26 4.97 -3.7 15.05 -11.31 0.09 -0.07 0.28 -0.21 -0.09 0.48
"174" "Tomas Holmstrom" "RW" 34 2.25 59 20 20 9 40 3.05 0.54 10.8 3.04 0.05 0.01 0.18 0.05 0.15 0.68
"175" "Dick Tarnstrom" "D" 32 2 48 3 11 -11 14 0.09 -0.69 1.17 1.81 0 -0.01 0.02 0.04 -0.23 0.29
"176" "Kim Johnsson" "D" 31 4.8 80 4 23 -4 27 0.56 0.08 3.78 -0.82 0.01 0 0.05 -0.01 -0.05 0.34
"177" "Dwayne Roloson" "G" 38 3.5 43 0 1 0 1 -0.86 4.05 -4.75 15.87 -0.02 0.09 -0.11 0.37 0 0.02
"178" "Bryan Berard" "D" 30 0.7 54 5 17 -17 22 0.37 2.09 -2.07 -1.63 0.01 0.04 -0.04 -0.03 -0.31 0.41
"179" "Wade Redden" "D" 30 6.5 80 6 32 11 38 -0.45 -2.22 -1.49 -9.35 -0.01 -0.03 -0.02 -0.12 0.14 0.48
"180" "Chad Kilger" "LW" 31 0.8 53 10 7 1 17 -0.7 -1.33 -8.14 -13.92 -0.01 -0.03 -0.15 -0.26 0.02 0.32
"181" "Daymond Langkow" "C" 31 2.44 80 30 35 16 65 0.06 0.1 0.36 0.65 0 0 0 0.01 0.2 0.81
"182" "Steve Kelly" "C" 31 0.08 2 0 0 0 0 -0.09 -1.16 -1.43 -12.38 -0.04 -0.58 -0.72 -6.19 0 0
